label,text,source
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,sms-spam
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,sms-spam
ham,No problem. How are you doing?,sms-spam
ham,No calls..messages..missed calls,sms-spam
ham,Hi da:)how is the todays class?,sms-spam
ham,"I'd say that's a good sign but, well, you know my track record at reading women",sms-spam
ham,"Cool, text me when you're parked",sms-spam
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,sms-spam
ham,K.k:)apo k.good movie.,sms-spam
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,sms-spam
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,sms-spam
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,sms-spam
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,sms-spam
ham,"Ta-Daaaaa! I am home babe, are you still up ?",sms-spam
ham,Cool. So how come you havent been wined and dined before?,sms-spam
ham,Just sleeping..and surfing,sms-spam
ham,"Sorry, I'll call later",sms-spam
ham,U calling me right? Call my hand phone...,sms-spam
ham,Ok that's great thanx a lot.,sms-spam
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,sms-spam
ham,Where u been hiding stranger?,sms-spam
ham,Am not interested to do like that.,sms-spam
ham,My sister cleared two round in birla soft yesterday.,sms-spam
ham,Gudnite....tc...practice going on,sms-spam
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,sms-spam
ham,One small prestige problem now.,sms-spam
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,sms-spam
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,sms-spam
ham,"Nah can't help you there, I've never had an iphone",sms-spam
ham,If you're not in my car in an hour and a half I'm going apeshit,sms-spam
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",sms-spam
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,sms-spam
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,sms-spam
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",sms-spam
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms-spam
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,sms-spam
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",sms-spam
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",sms-spam
ham,Ha ha cool cool chikku chikku:-):-DB-),sms-spam
ham,Oh ok no prob..,sms-spam
ham,Check audrey's status right now,sms-spam
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,sms-spam
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",sms-spam
ham,Well i know Z will take care of me. So no worries.,sms-spam
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",sms-spam
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,sms-spam
ham,Wat uniform? In where get?,sms-spam
ham,"Cool, text me when you're ready",sms-spam
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",sms-spam
ham,I will spoil you in bed as well :),sms-spam
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,sms-spam
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,sms-spam
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",sms-spam
ham,Can you say what happen,sms-spam
ham,You could have seen me..i did't recognise you Face.:),sms-spam
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,sms-spam
ham,Keep my payasam there if rinu brings,sms-spam
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,sms-spam
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",sms-spam
ham,"Yeah sure, give me a couple minutes to track down my wallet",sms-spam
ham,Hey leave it. not a big deal:-) take care.,sms-spam
ham,Hey i will be late ah... Meet you at 945+,sms-spam
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",sms-spam
ham,It took Mr owl 3 licks,sms-spam
ham,Customer place i will call you.,sms-spam
ham,Mm that time you dont like fun,sms-spam
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,sms-spam
ham,Yup having my lunch buffet now.. U eat already?,sms-spam
ham,Huh so late... Fr dinner?,sms-spam
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,sms-spam
ham,Morning only i can ok.,sms-spam
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,sms-spam
ham,Pick you up bout 7.30ish? What time are  and that going?,sms-spam
ham,From here after The performance award is calculated every two month.not for current one month period..,sms-spam
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,sms-spam
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",sms-spam
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",sms-spam
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,sms-spam
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",sms-spam
ham,Dear how is chechi. Did you talk to her,sms-spam
ham,The hair cream has not been shipped.,sms-spam
ham,None of that's happening til you get here though,sms-spam
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",sms-spam
ham,"Haha get used to driving to usf man, I know a lot of stoners",sms-spam
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,sms-spam
ham,Hello! Good week? Fancy a drink or something later?,sms-spam
ham,Headin towards busetop,sms-spam
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,sms-spam
ham,Come by our room at some point so we can iron out the plan for this weekend,sms-spam
ham,Cos i want it to be your thing,sms-spam
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",sms-spam
ham,Bring home some Wendy =D,sms-spam
spam,100 dating service cal;l 09064012103 box334sk38ch,sms-spam
ham,Whatsup there. Dont u want to sleep,sms-spam
ham,Alright i have a new goal now,sms-spam
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,sms-spam
ham,"Alright, I'll head out in a few minutes, text me where to meet you",sms-spam
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,sms-spam
ham,Yes:)from last week itself i'm taking live call.,sms-spam
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,sms-spam
ham,Siva is in hostel aha:-.,sms-spam
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,sms-spam
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,sms-spam
ham,Ok. She'll be ok. I guess,sms-spam
ham,aathi..where are you dear..,sms-spam
ham,Any pain on urination any thing else?,sms-spam
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,sms-spam
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,sms-spam
ham,At home watching tv lor.,sms-spam
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,sms-spam
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,sms-spam
ham,Booked ticket for pongal?,sms-spam
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,sms-spam
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,sms-spam
ham,"Ask g or iouri, I've told the story like ten times already",sms-spam
ham,How long does applebees fucking take,sms-spam
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",sms-spam
ham,But i have to. I like to have love and arrange.,sms-spam
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,sms-spam
ham,You were supposed to wake ME up &gt;:(,sms-spam
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,sms-spam
ham,"Sorry, I'll call later",sms-spam
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",sms-spam
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sms-spam
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",sms-spam
ham,I wont get concentration dear you know you are my mind and everything :-),sms-spam
ham,LOL ... Have you made plans for new years?,sms-spam
ham,10 min later k...,sms-spam
ham,hanks lotsly!,sms-spam
ham,Thanks for this hope you had a good day today,sms-spam
ham,K:)k:)what are detail you want to transfer?acc no enough?,sms-spam
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,sms-spam
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",sms-spam
ham,Si si. I think ill go make those oreo truffles.,sms-spam
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",sms-spam
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,sms-spam
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",sms-spam
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,sms-spam
